essay_id,prompt_name,predicted,holistic_score,prompt_id,src
8186437,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
f6929a1,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
2c11555,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
6bc585a,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
c18f44f,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
58f273c,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
7123d48,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
4e9354c,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
b414e20,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
be5d252,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
dd841ba,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
d38aa66,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
0bfe967,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
60b1652,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
b3e4b16,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
1280d6a,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
d635ef5,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
1cd7165,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
ade8a9b,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
8386f57,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
e6c98dc,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
a9502ae,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
7c76079,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
ffb588d,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
16b44a4,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
b7d0710,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
9135e6c,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
a255d2f,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
f9a3b13,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
39a2689,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
cc77ea3,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
c9a5c3c,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
4834d5d,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
9fe31ac,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
3c2c83a,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
2080bea,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
c33893b,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
a47e10e,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
883dcf7,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
71272ff,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
bc3b592,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
c406793,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
e880962,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
0719241,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
a67a151,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
2ec9e00,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
a7c39cb,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
4aed3c1,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
6e79fe9,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
9f8b7c7,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
ad20e23,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
808ae03,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
b48f3de,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
1eab2e8,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
3f3d61b,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
1614a93,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
94f7198,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
58b20f6,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
be81f6d,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
06a9e59,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
0967e3f,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
a511e5c,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
62441fa,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
11a8058,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
b040412,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
ef20989,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
31f70db,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
ec00b60,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
ec8c280,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
1157fa5,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
f4e06fb,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
58379d1,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
c4adfd0,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
f0a82e3,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
89a05a7,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
72ec29e,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
1343a02,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
b63917d,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
14f5af7,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
a187966,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
f59c21c,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
e265aa8,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
d088b14,"""A Cowboy Who Rode the Waves""",False,5,0,kaggle-persuade
3523b29,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
a496e3a,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
f2c95f1,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
8bd955a,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
4fec4c2,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
d63fc88,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
a69b0d6,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
c8bf3bc,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
ab8bca9,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
e3f513b,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
eaab74e,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
0c488ee,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
e7b19e4,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
2f4c5e7,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
94bae27,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
da6aebe,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
bd9b557,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
8c39899,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
0de82fe,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
ad7c1bb,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
2171ee8,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
b71d27f,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
787b4af,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
0dd48cd,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
5579f11,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
6978f8c,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
7a9384c,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
e86c998,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
fb23988,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
6b626c6,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
7fa9598,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
23e30c0,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
75cc5b9,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
9326b22,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
5f922b4,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
1072f17,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
1d8869d,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
e7b77a5,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
75dbc43,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
4b39f05,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
4ff021d,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
e99f8d6,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
1d5cd11,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
29ce267,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
c6781db,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
7e0b6af,Car-free cities,False,2,1,kaggle-persuade
9885293,Car-free cities,False,4,1,kaggle-persuade
2e619b0,Car-free cities,False,2,1,kaggle-persuade
74aab02,Car-free cities,False,4,1,kaggle-persuade
518a8e3,Car-free cities,False,3,1,kaggle-persuade
09c5771,Car-free cities,False,2,1,kaggle-persuade
9be2d6d,Car-free cities,False,4,1,kaggle-persuade
13f1744,Car-free cities,False,2,1,kaggle-persuade
37ffbbd,Car-free cities,False,3,1,kaggle-persuade
c35a9db,Car-free cities,False,2,1,kaggle-persuade
5fbd3bf,Car-free cities,False,4,1,kaggle-persuade
d08b141,Car-free cities,False,4,1,kaggle-persuade
9176404,Car-free cities,False,3,1,kaggle-persuade
3a035fb,Car-free cities,False,3,1,kaggle-persuade
964c2c6,Car-free cities,False,2,1,kaggle-persuade
d77eb24,Car-free cities,False,5,1,kaggle-persuade
6265245,Car-free cities,False,4,1,kaggle-persuade
3bd47c0,Car-free cities,False,4,1,kaggle-persuade
575d609,Car-free cities,False,3,1,kaggle-persuade
767cfeb,Car-free cities,False,3,1,kaggle-persuade
cd66471,Car-free cities,False,2,1,kaggle-persuade
25b8dc1,Car-free cities,False,3,1,kaggle-persuade
3dee2b1,Car-free cities,False,5,1,kaggle-persuade
e196327,Car-free cities,False,1,1,kaggle-persuade
4b2c8fb,Car-free cities,False,3,1,kaggle-persuade
3664812,Car-free cities,False,2,1,kaggle-persuade
59e5c22,Car-free cities,False,4,1,kaggle-persuade
22b89af,Car-free cities,False,1,1,kaggle-persuade
16f7c42,Car-free cities,False,3,1,kaggle-persuade
898e566,Car-free cities,False,5,1,kaggle-persuade
47ac3aa,Car-free cities,False,3,1,kaggle-persuade
ff9bb09,Car-free cities,False,3,1,kaggle-persuade
0516f28,Car-free cities,False,1,1,kaggle-persuade
ccafc96,Car-free cities,False,2,1,kaggle-persuade
bca97ce,Car-free cities,False,4,1,kaggle-persuade
ba2d4ec,Car-free cities,False,4,1,kaggle-persuade
2174bd5,Car-free cities,False,3,1,kaggle-persuade
d5a54e6,Car-free cities,False,4,1,kaggle-persuade
d082973,Car-free cities,False,3,1,kaggle-persuade
2cf189d,Car-free cities,False,3,1,kaggle-persuade
7f1c9a0,Driverless cars,False,3,3,kaggle-persuade
4ed1e03,Driverless cars,False,3,3,kaggle-persuade
4edad23,Driverless cars,False,2,3,kaggle-persuade
