essay_id,prompt_name,predicted,holistic_score,prompt_id,src
4ca8ff0,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
4c6fd57,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
0fcadb2,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
c85ac45,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
383af6e,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
6d7e9e0,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
022b620,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
747c708,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
295ad90,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
77147ae,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
220a93c,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
0e289bb,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
9851276,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
266b6fb,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
bceec3e,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
64abb4c,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
537261d,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
3735524,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
c7e5fc4,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
a255d2f,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
4a9461d,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
fc37c67,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
db6668b,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
f4c3bdb,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
734036e,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
6bc585a,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
9a08fed,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
e2f6e1d,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
ee9a7bb,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
d8ff78a,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
bce4b7f,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
4fd22d9,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
4b60d5a,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
1157fa5,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
c4f9b90,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
ace9d62,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
2ae8014,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
f51f0fa,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
8d67ce2,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
0775ccb,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
c6c979c,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
2f4c5e7,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
e3c54e6,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
0931a6e,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
bef3518,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
722e307,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
9a18591,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
ec10c42,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
c6cfd2f,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
0c9029c,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
2e9bd97,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
8a9d6ce,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
6220638,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
8ea0a22,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
39f8317,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
dfcaa20,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
670daa2,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
a10dc66,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
58379d1,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
58c1aed,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
1445aea,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
a546e10,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
7090fb2,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
929161a,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
21ea962,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
3d186cc,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
6b49ba5,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
9b16e52,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
9adc8c8,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
fc1fe3c,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
bd855df,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
18acc14,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
1e18757,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
c680658,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
2e3312c,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
44a8ee0,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
74a0072,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
0912e51,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
3217d6b,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
1944ada,"""A Cowboy Who Rode the Waves""",False,5,0,kaggle-persuade
7ba3171,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
e99f8d6,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
8048856,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
3ebc796,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
e02219b,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
2887d53,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
022d72e,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
6f38206,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
b0f9c2f,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
88b0f97,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
8f733e4,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
ac66230,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
58b20f6,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
1852090,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
655eb93,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
e8f52e7,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
5993357,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
3698a15,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
8812078,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
fcc8652,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
fcbcfbc,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
4bf08a1,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
0286af8,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
5b1893b,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
00a6693,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
ac756fd,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
a496e3a,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
c603bae,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
add5865,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
8a2b6fe,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
bed3294,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
fad71e0,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
fbd86c9,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
926c21a,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
76dc873,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
3072ba3,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
c841d22,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
b015474,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
750b478,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
60c16c2,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
246057b,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
6bf2b8d,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
aff6bdc,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
5913470,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
825c04c,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
c192588,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
5aae84f,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
3c8bd10,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
dd0b4c0,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
c893eb9,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
7c76079,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
8058404,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
6c94afd,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
45c449d,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
be81f6d,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
60b50a1,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
bb09a77,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
d39affc,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
1c6fcc3,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
6bd8e65,"""A Cowboy Who Rode the Waves""",False,5,0,kaggle-persuade
d96aded,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
ad0e889,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
a19008a,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
e572cf7,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
92eeb85,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
c18f44f,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
5649ce7,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
b3912ed,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
e265aa8,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
6340303,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
1a17d8e,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
79f5ecd,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
7b2ab96,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
96e0a80,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
af44b3f,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
c9ba6e8,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
4bd15b7,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
bff982d,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
32387e2,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
ee9afef,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
4fec4c2,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
a20e756,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
d8d2d90,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
76e4447,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
c45b6c0,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
9077883,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
27d8978,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
e5ec49d,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
68ea765,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
a106244,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
1eb708e,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
88752bc,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
d991ec4,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
2590aa5,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
c97eb09,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
fd49ecb,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
e661b4b,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
64ac47d,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
84acc1d,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
4235b26,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
1943465,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
c05b975,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
2b85ea9,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
29851d7,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
a06587f,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
f9a3b13,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
83eb2af,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
f8ddbae,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
b057e26,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
bc1be26,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
3e7e439,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
0719241,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
c597562,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
c1337a6,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
4aed3c1,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
f37ecdb,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
08296be,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
e78ba08,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
19ea366,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
e28f77c,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
cb90005,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
cf67ce2,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
8885181,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
b71d27f,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
031e4d6,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
c2962e6,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
c33893b,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
710b137,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
bc3b592,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
089aae3,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
5e0e50f,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
db2d113,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
746e6d5,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
bf4401f,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
2835045,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
a2141e6,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
0548f53,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
3167320,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
30869db,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
fee447d,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
3933370,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
7da697d,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
60b1652,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
919a690,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
eb2dd89,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
65d28db,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
e6605dc,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
ad8b905,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
82af6a6,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
bc91ba2,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
a28f423,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
01247bc,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
504d063,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
d43da53,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
bd4f4fc,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
9db3db7,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
c8ecd5a,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
4e14b2f,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
fe8214b,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
2720b3c,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
200f74f,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
2eddc0b,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
562ca6d,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
f59c21c,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
f65f855,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
d730f64,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
cb32d29,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
f471d19,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
a81eb53,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
5112f8c,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
2f05f6d,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
0958685,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
bcb885a,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
5ddf42d,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
812f71f,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
85f6410,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
351b4e8,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
b970805,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
c77637c,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
f1fa23d,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
8950f29,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
535617f,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
0c172e6,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
8b44b6b,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
5931bf7,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
df2b290,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
16f205a,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
92101ff,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
3bb8ecb,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
b653f5c,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
375c9a7,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
6c73910,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
ad4257d,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
9991cf0,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
82a94a8,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
b48f3de,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
7dad651,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
dddade0,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
803954d,Car-free cities,False,2,1,kaggle-persuade
bfdc429,Car-free cities,False,3,1,kaggle-persuade
a13314c,Car-free cities,False,3,1,kaggle-persuade
491c3fb,Car-free cities,False,3,1,kaggle-persuade
deb6eb4,Car-free cities,False,2,1,kaggle-persuade
5f46401,Car-free cities,False,4,1,kaggle-persuade
755b8ce,Car-free cities,False,2,1,kaggle-persuade
a1fc67f,Car-free cities,False,3,1,kaggle-persuade
b72a081,Car-free cities,False,3,1,kaggle-persuade
60590d4,Car-free cities,False,3,1,kaggle-persuade
28de5fe,Car-free cities,False,4,1,kaggle-persuade
c065798,Car-free cities,False,3,1,kaggle-persuade
ebd73f6,Car-free cities,False,2,1,kaggle-persuade
7faa7c0,Car-free cities,False,1,1,kaggle-persuade
fee4774,Car-free cities,False,3,1,kaggle-persuade
4e91ceb,Car-free cities,False,5,1,kaggle-persuade
67c0531,Car-free cities,False,4,1,kaggle-persuade
30720e9,Car-free cities,False,3,1,kaggle-persuade
837e94c,Car-free cities,False,2,1,kaggle-persuade
19fcf9f,Car-free cities,False,1,1,kaggle-persuade
c6694d5,Car-free cities,False,3,1,kaggle-persuade
3911a88,Car-free cities,False,2,1,kaggle-persuade
e3a9504,Car-free cities,False,3,1,kaggle-persuade
c893ec0,Car-free cities,False,4,1,kaggle-persuade
3946e1a,Car-free cities,False,5,1,kaggle-persuade
5fbd3bf,Car-free cities,False,4,1,kaggle-persuade
29f0b19,Car-free cities,False,1,1,kaggle-persuade
f7de906,Car-free cities,False,5,1,kaggle-persuade
b88f0c4,Car-free cities,False,2,1,kaggle-persuade
5b0ae13,Car-free cities,False,4,1,kaggle-persuade
0a62a7a,Car-free cities,False,4,1,kaggle-persuade
7d69fe9,Car-free cities,False,4,1,kaggle-persuade
346ef5b,Car-free cities,False,3,1,kaggle-persuade
c3015a5,Car-free cities,False,2,1,kaggle-persuade
f3fe5c4,Car-free cities,False,3,1,kaggle-persuade
58a74f7,Car-free cities,False,3,1,kaggle-persuade
d4b08dd,Car-free cities,False,2,1,kaggle-persuade
7a07c96,Car-free cities,False,4,1,kaggle-persuade
794bb5f,Car-free cities,False,4,1,kaggle-persuade
4505564,Car-free cities,False,4,1,kaggle-persuade
8705667,Driverless cars,False,5,3,kaggle-persuade
cbee6a1,Driverless cars,False,4,3,kaggle-persuade
937d720,Driverless cars,False,5,3,kaggle-persuade
e4e44d7,Driverless cars,False,3,3,kaggle-persuade
